Longitude,Latitude
77.5385893277,12.97577205
77.6110991604,12.974312174
77.6194771241,12.972285346
77.6162364289,13.0023511488
77.6120893985,13.0019542657
77.566891662,12.8764886584
77.5516695391,12.8486505978
77.6203837946,12.9726461869
77.6149848431,12.8626370605
77.626917069,12.8999572329
77.5718672435,12.9897771206
77.5654930576,12.9964820564
77.5634298522,12.9937379889
77.5632261719,12.9927687895
77.5595456782,12.9939774599
77.5672320511,12.9847192288
77.5686967887,12.974311252
77.5682987321,12.9720951606
77.5682463452,12.971344645
77.5688041608,12.9739973497
77.5695236634,12.980159222
77.5702009212,12.981228669
77.5690581325,12.9825420294
77.5677231468,12.9767613661
77.5680956386,12.9739512492
77.5680070419,12.9747422494
77.5669026423,12.9743986752
77.5679133322,12.9798341718
77.5681092173,12.9804374174
77.5683571539,12.9812437564
77.567403461,12.9762984336
77.5678502164,12.9695374228
77.5683430724,12.9717319727
77.5676449436,12.969598946
77.5756729629,12.969826347
77.5681571617,12.9718732916
77.5689876407,12.9765405867
77.5296409756,12.9605537828
77.5331136819,12.9600478511
77.5304904814,12.9680684943
77.5308802399,12.9700928915
77.5303233463,12.9647044175
77.5350060641,12.9549890373
77.6639578726,12.8557593737
77.6742644284,12.8446668468
77.6605576698,12.8609185189
77.676913948,12.8399212647
77.679192736,12.8360094305
77.6809613176,12.8468594689
77.5722905297,12.9803334818
77.5249329444,12.9588474788
77.6604480345,12.8203930229
77.5895094733,12.9630259413
77.6166398499,12.9579605896
77.6442661837,12.8435865872
77.612495837,12.961705121
77.5896039374,12.9657313682
77.6592943493,12.8451200563
77.623793469,12.9540005595
77.5631451189,13.0089371454
77.5711600624,13.0071963918
77.6210657462,12.9565585487
77.5736873738,13.014715378
77.582119736,12.984259649
77.5304272819,13.0146702834
77.6206879739,12.9545783241
77.5235796861,12.9643922754
77.5493204269,13.0307531439
77.5655246574,12.9980976682
77.5990823611,12.9995628249
77.5537829522,13.0153278437
77.6179360274,12.9963070423
77.5538611553,13.012578328
77.57664694,13.0599826843
77.4803322508,13.1372874685
77.4843709871,13.1304713887
77.5180293574,13.0351048604
77.5146293222,13.0423290551
77.5745130751,12.94830053
77.5724424936,12.9482655775
77.5768445853,12.9437150423
77.6224394563,12.99828953
77.650542888,12.968357167
77.5772411331,12.9436397728
77.589624054,12.9270014435
77.5069041412,13.0109522388
77.5998736966,12.9142630462
77.6027762659,12.9167139985
77.6000960685,12.9187680677
77.5999322861,12.9161289416
77.5999621257,12.9172211874
77.6000403288,12.917226468
77.600092129,12.9166520562
77.5969107777,12.9169125658
77.5978946455,12.9167826463
77.5793976292,12.9171000689
77.5735642437,12.9178764846
77.6174228873,12.9198246904
77.6607533872,12.8604136769
77.6299670759,12.9166809738
77.6212081548,12.9196722236
77.6213748708,12.9194517795
77.6203334193,12.9211211193
77.623758265,12.9154336628
77.6241105564,12.9147704866
77.5998697571,12.9147520464
77.710530325,13.21360235
77.4771926414,13.0561512325
77.6005726635,12.907268348
77.4770782284,13.0554587197
77.5736369986,12.9170116399
77.561483239,12.9157857865
77.4921057235,12.8755682416
77.5605006285,12.9075918894
77.6000162728,12.9161309533
77.5504457812,12.9204490583
77.5998460363,12.9168488633
77.534697191,13.0549200986
77.5301969472,13.0685141206
77.5467557322,13.056754059
77.5557105384,13.0859849405
77.6348263167,13.1017225504
77.6305777814,13.1222929981
77.5484192885,13.0815700245
77.7615991656,12.879326687
77.7523596261,12.8832695343
77.7199217446,12.9960560881
77.7124096315,13.0044781406
77.5421089727,12.9929308955
77.5766430843,13.0992527389
77.5394855208,13.0439270649
77.5399521414,13.0442182523
77.7194132984,12.9961557489
77.5555835526,13.0860538397
77.547874381,13.0454191275
77.5635525632,13.0299734593
77.5646479942,13.0381132931
77.5727693878,13.0146544416
77.5405849751,12.9976892181
77.5572622802,13.0396539707
77.557547684,13.0367585261
77.5618703991,13.0422835414
77.5650033869,13.0382937555
77.5644538693,13.0461605907
77.5654574345,13.0460533861
77.5651151176,13.046123878
77.5727948688,13.0419101276
77.5639830578,13.045292477
77.5650591265,13.0464667816
77.5490759268,13.0546867464
77.5546429354,13.0483416457
77.5972507477,13.0923873734
77.5960476931,12.9947902531
77.6149533272,12.9298470996
77.6057041485,12.9940100655
77.605806743,12.9942634505
77.6855355736,13.079735645
77.6547924291,13.0925842643
77.6289058432,12.9242380977
77.7239475727,13.1610074163
77.7166590888,13.1540046715
77.6786515165,13.1195819554
77.6696230333,13.134066387
77.7293180257,13.1436547813
77.7428876564,13.0945459649
77.7386059288,13.0822162692
77.7028754681,13.1440343977
77.6642168734,13.0290212751
77.5969727199,13.0929802254
77.6839575965,13.037727055
77.7302394483,13.0845209573
77.6851733915,13.0853318226
77.6582576755,13.1017157611
77.7014412407,13.143739187
77.720414852,13.0260118366
77.6337852843,13.0766293955
77.6087338712,12.9666575685
77.6918441292,13.0785652798
77.546325992,12.9974268645
77.6197595943,13.0748020567
77.6427077364,13.0703575526
77.6050935268,13.1043921866
77.6277677484,13.1027689472
77.6249681927,13.082393295
77.6422447201,13.0991445285
77.6335952665,13.1099265896
77.643855638,13.1117509947
77.6451114986,13.1260126353
77.6465554491,13.1278272335
77.6358570393,13.0916940224
77.6258462809,13.1219085202
77.6172523994,13.0807042577
77.6763774224,13.0852701318
77.6267346788,13.1613836799
77.6465557843,13.1586625789
77.6900597896,13.1699810819
77.6797445167,13.1689884969
77.6500230424,13.1653629885
77.648255299,13.1680420962
77.6531101812,13.176463981
77.6224746603,13.155197081
77.6712542355,13.1415143785
77.6399416245,13.1818364457
77.6730723541,13.1825138711
77.3986116286,12.7884990431
77.6982841969,13.1004518539
77.7005122744,13.1029425365
77.687796592,13.113454365
77.6666103259,13.1790385664
77.6173543233,13.1443570171
77.6932225332,13.0945995253
77.6841252346,13.1601935335
77.711635479,13.1876598567
77.7014220461,13.1030679297
77.7750087857,13.1354610518
77.7051318765,13.1840490167
77.8044082273,13.1308836945
77.8233480595,13.1001866505
77.8041593686,13.0907421735
77.807430071,13.0878634926
77.752123927,13.1019209501
77.7451298993,13.1105905202
77.7761691764,13.1069370162
77.8038932432,13.1307415374
77.7482690897,13.220820845
77.7770385474,13.1977603853
77.7088604823,13.0362827693
77.8486509297,13.1269780629
77.8475228932,13.1271958247
77.7144183546,13.0875760772
77.7003681894,13.0354462553
77.747009122,13.0229990453
77.7312925506,13.0322979287
77.7569679964,13.0041514978
77.5849219739,12.9958973348
77.5846464608,12.9959286832
77.577762236,12.987716765
77.5745532244,12.9842333298
