Longitude,Latitude
77.574579795,12.964702322
77.5547088172,12.9441853508
77.5485404908,12.9753408849
77.5490037586,12.9781655863
77.5255447395,12.9447422445
77.525906251,12.9466112413
77.5474865503,12.9741806619
77.5898588311,12.9344376166
77.6098714631,12.9810008489
77.6110738471,12.980651575
77.6081829287,12.9753944453
77.5935764566,12.928506498
77.5986586559,12.9482585367
77.6110520541,12.980837737
77.6120710421,12.9819479201
77.6104533348,13.0496747874
77.604243518,13.0043343909
77.6043275885,13.0532187399
77.5933044638,12.9857136578
77.6081238363,13.0236286939
77.5927043196,12.9842094414
77.5958764508,12.9941822298
77.6084584418,12.9990985513
77.5917304262,12.9834699899
77.6073549643,12.9935961671
77.6046283312,13.0348593545
77.5740262542,12.9572220601
77.574047628,12.9571479641
77.7291799758,13.1539710601
77.5746657934,12.9597390618
77.5735618967,12.9531708349
77.6629021719,12.9972073425
77.6506898228,12.9814633623
77.663320848,13.0016443868
77.5768441662,12.9440718599
77.5768888417,12.9483198922
77.5762721851,12.9235159967
77.6138094488,12.9736724671
77.6193006851,13.003207947
77.6118463233,13.0010385428
77.6107572626,13.0001386617
77.6160700481,13.0007557374
77.6161762468,13.0019482307
77.6163667675,13.0024563417
77.6120194934,13.0015992921
77.6118308168,13.0416772783
77.6116837982,13.0010086194
77.6071879968,13.0384098448
77.6634223528,13.0016499188
77.5272311784,12.9094209883
77.6254987672,13.0064286933
77.6121876344,13.0016563729
77.5734840288,12.9171068583
77.5741876896,12.9196708825
77.6359619807,12.9716853693
77.6155202791,12.9808535788
77.6162979521,12.9806525808
77.6153115697,12.9808599491
77.6156229574,12.9814676371
77.615543497,12.9810646352
77.6146531712,12.9808468733
77.6156437445,12.9826757208
77.6158845566,12.9827957496
77.6156051878,12.9825363297
77.6156465944,12.9823588848
77.6155855741,12.9826281954
77.6197347838,12.9872734461
77.6198770247,12.9998938263
77.6201445751,13.0001959939
77.6157261386,12.9825419456
77.6141324874,12.9797287274
77.6384623863,13.0027013447
77.6369412385,13.0036197499
77.622704995,12.9981394939
77.6195721749,12.9872666568
77.6384929802,13.0027615268
77.6367336187,13.00440614
77.6382710274,13.0056386989
77.6160132188,12.9948446516
77.6180247918,12.9983547412
77.6193658963,12.9874471192
77.6178835567,12.9982156854
77.6236736916,12.9982701678
77.6192829992,12.9872210592
77.6380585462,13.0054919318
77.6351983893,13.0030274846
77.5716008667,12.9605543696
77.5345375996,12.9742989306
77.6160542901,13.0006078806
77.5015113923,12.9932291236
77.6189071547,13.000184343
77.6153854981,12.9825850286
77.5756130323,13.0468975276
77.5211871556,13.2287935437
77.5215802669,13.2299287886
77.7499643296,12.970220045
77.6241487779,13.0104470615
77.6161023184,13.0120062631
77.5841411996,13.0232725468
77.5844070736,13.0231443875
77.6695215285,12.8418736614
77.6485575504,12.862556259
77.7958697502,12.9166997492
77.5623165678,12.9152520269
77.601229218,13.2297386871
77.7871338792,12.8613579821
77.7819354229,12.9882218585
77.7316306766,12.9881659512
77.7554512911,13.0498160225
77.7577952903,13.0511498347
77.7666789342,13.0557936605
77.761860681,13.0536294531
77.7556516186,13.049979721
77.8024304334,12.9788196262
77.7189627711,12.8349912807
77.6337371722,13.102012229
77.6350202739,13.1016811438
77.6334987908,13.102077524
77.6351717349,13.1015279227
77.634893791,13.1018505421
77.6349233791,13.101378138
77.6346567508,13.1019146637
77.6361915611,13.1013476279
77.6347333614,13.1017597661
77.6775803931,12.8812157165
77.7110539425,12.8097726486
77.472077082,13.1017654658
77.4720486674,13.1016320259
77.4433735899,13.1105354511
77.4753048691,13.1056648948
77.4750824972,13.1058881887
77.3797805934,13.1978875388
77.4619573589,13.1176816941
77.6261036891,12.8754505597
77.7812213686,12.986363842
77.761989427,13.0534094282
77.379921577,13.1977194817
77.3810437462,13.2150297881
77.7104241263,12.8095288191
77.6574799187,12.851140945
77.4720976177,13.1018548169
77.7337266553,12.9968674563
77.5989299781,12.9379682418
77.7347852897,12.9965874169
77.7065374378,12.9826134432
77.708191774,12.9852467858
77.5885174751,12.84173536
77.5597789466,13.0077757489
77.588334582,12.8497888602
77.5890755422,12.8585903615
77.5979178633,12.8763749998
77.6202809486,12.9759813462
77.5883077599,12.9610074952
77.5381625212,12.9743946519
77.5377181965,12.9733262945
77.7068186507,12.9803576216
77.5484051231,12.9652881332
77.5485848311,12.965045058
77.5737444546,12.945722089
77.5527216356,12.9644439917
77.4619048882,13.1177062531
77.6328481875,13.0280295283
77.6306934517,13.0258682546
77.5644336689,12.9757286318
77.6311665263,13.0296582997
77.631331063,13.0292776775
77.6363188822,13.0266463466
77.5318856492,12.928260573
77.5631869446,12.8474524885
77.5665029931,12.8482716519
77.5525392454,12.851423499
77.6094880748,12.8546338517
77.5268277574,12.8585315205
77.5585796639,12.8495715175
77.5522709407,12.8508393641
77.5664870675,12.8479093861
77.558381851,12.8492661647
77.5314146701,12.9347128783
77.5282056585,12.9079315241
77.5014503721,12.8843234748
77.5646082639,12.9757185735
77.5836940251,12.8502683889
77.5837926801,13.0148597982
77.5286815829,12.9087063473
77.5061056811,12.8863624565
77.5278348431,12.9073425278
77.552411589,12.9633661628
77.5316021733,12.9335947324
77.5785424236,13.0065513205
77.4991576701,12.882521617
77.5841278724,13.0142280542
77.5312602754,12.9336076405
77.5563938312,13.0454490509
77.5704595867,13.0378914241
77.5322928421,12.9390256189
77.6254012856,13.0262332864
77.6206351679,13.0284600228
77.5691212482,13.0121875637
77.6134187683,13.0345748727
77.6255093284,13.0262179476
77.7089705367,13.0372232188
77.5002006303,12.8831201687
77.7106091987,13.0373534736
77.6852720465,13.0285601866
77.7041375313,13.0763429858
77.7684822168,13.0568603415
77.5784471214,13.03696514
77.7281683639,13.0304419238
77.7683974758,13.0569825497
77.7687409662,13.0570840545
77.7278036673,13.0302346394
77.7281255323,13.0305192888
77.7450673703,13.042287397
77.755497643,13.0497039564
77.7277528729,13.0303172849
77.7088942613,12.8157143283
77.6775377292,13.0389709294
77.5697493881,13.1476822857
77.7686759226,13.0572099507
77.3754152983,12.7560868941
77.6347513825,13.084720698
77.6346019331,13.0839797378
77.5628267742,13.1477303979
77.5278309874,13.0936124724
77.5563894726,13.0456055411
77.6834470548,13.0077169918
77.6833699413,13.0078203406
77.6301401622,13.0857263588
77.5850045357,12.9934435327
77.5844663337,12.993680992
77.5648110222,12.9130503524
77.5359295822,12.8751180496
77.5851863391,12.993246558
77.5825864404,12.8848540492
77.5741185389,12.9598884273
77.5749067731,12.9608414497
77.6326622769,13.0275935855
77.5742222231,12.9602810357
77.6435744252,12.9920244765
77.5723790425,12.9844146304
77.6335149679,13.0286931236
77.6321549203,13.0268917688
77.6022065479,12.9394385953
77.6014713712,12.936629149
77.6012417909,12.9346649338
77.6011448961,12.9373220809
77.6014984447,12.9363388837
77.6024415765,12.9369223479
77.6019319568,12.9375579476
77.604799322,12.9366530374
77.6104039654,12.9342763487
77.6040148597,12.9368445639
77.7324163962,12.8611810401
77.4710520591,12.9050747201
77.5807892766,12.8848195996
77.5838801872,12.9771208659
77.5860404551,12.9307559494
77.5324366755,12.9398966663
77.5110105194,12.9810292635
77.5956321183,12.9815663759
77.5762468718,12.8914063506
77.5447173372,13.0005455192
77.5787915338,13.0697134871
77.3791715644,13.1100583531
77.3857970397,13.098254538
77.3778992753,13.1111364335
77.4161513477,13.0834884745
77.3787202827,13.1097024575
77.3958690698,13.092239349
77.5807171922,12.8857987735
77.3958927906,13.0923790753
77.3898916832,13.0947318756
77.3785887706,13.1096073229
77.4162124518,13.0836181425
77.4361210644,13.0754203897
77.3738668255,13.1156086818
77.4080707739,13.0872557208
77.4361906342,13.0752138596
77.3800211541,13.1063736685
77.3911327916,13.093928051
77.3905909854,13.0942893949
77.3777108501,13.1114131202
77.4301349606,13.0779894431
77.3937406532,13.0930207938
77.4006633508,13.0901966792
77.4233904622,13.0801433407
77.3860413722,13.0979927712
77.4079974323,13.0871666212
77.4234726887,13.0802876771
77.3801992695,13.106346595
77.3853435788,13.0977722433
77.3843823421,13.1052683469
77.3906023848,13.0941173982
77.3937310978,13.0931827322
77.5790440805,12.8855008807
77.6323007654,13.0280654867
77.6331532888,13.0274921645
77.3828352942,12.9006684374
77.3862444657,12.9103327718
77.3947073381,13.092914679
77.3503974966,13.0644994405
77.3948606431,13.0924832624
77.3741068832,13.1149269816
77.4301183644,13.0778624572
77.7487475287,13.0269878254
77.3845362338,13.1051324763
77.5523091621,13.0125021365
77.5532110549,13.0185150624
77.6496493772,12.8893403791
77.6329785261,13.0277870398
77.6324905317,13.0277812563
77.585898298,12.882863934
77.7944661167,12.8597344913
77.5517720498,13.0193975929
77.550135567,13.0158448395
77.6250482399,13.0111750298
77.5768637798,13.0713383191
77.5326655853,12.9092422862
77.3859303958,13.0976144959
77.5320406306,12.9078936379
77.5327381726,13.0140914291
77.6938505892,12.9380405776
77.6962573688,12.9412511818
77.7268008564,12.8934587434
77.6897936642,12.9086987197
77.6924513981,12.9079839949
77.8043311976,13.076974227
77.5957796398,12.9940945551
77.5713341545,12.9968058493
77.804245786,13.0770995364
77.7967465811,13.0773568608
77.7985192698,13.0772910629
77.6653110471,12.9206605338
77.4330800261,13.0770556991
77.4363287679,13.0750470598
77.5821393497,12.9847984378
77.6154284972,12.9295573372
77.6474164381,13.1301413932
77.6496306855,13.1313230739
77.6107212204,13.1220311475
77.6497118223,13.0631349504
77.5256164886,13.0438706547
77.7457142856,13.1810607844
77.5342923451,13.0433957361
77.6528448939,13.093797461
77.650612374,12.8991736926
77.6601024486,12.8947272606
77.6522360325,13.1329024759
77.5233414724,13.0375648652
77.6669317719,13.1275199529
77.5270008437,13.0449597992
77.6458506986,13.0518315349
77.3777653325,13.1111021516
77.4736081205,13.0566351198
77.7926807713,12.9080956418
77.4781620923,12.9088856362
77.4858396641,12.7502493176
77.741061575,13.2225812961
77.3774617399,12.7807112492
77.6970661387,12.8838167887
77.5956029493,12.8925644781
77.5080423198,13.0594479189
77.6570496756,12.8940857936
77.598315417,12.9387192603
77.598974989,12.9380202934
77.5934801485,12.9488566693
77.6804509435,12.9438227497
77.6720700461,12.8794398427
77.5925459854,12.9384801246
77.532350761,12.9304311507
77.5734447177,12.8572339181
77.5739361487,12.8594456509
77.5747172583,12.8626180336
77.5910812478,12.9774785217
77.7653814994,12.9442542501
77.5844830975,12.9780556996
77.584345299,12.9777765822
77.6285273164,12.9383104749
77.62857107,12.9382099759
77.6189135249,13.0718931172
77.5846914716,12.9784271855
77.6287330922,12.9383799609
77.5880889922,12.9843978666
77.618774553,13.0681294751
77.5954974211,12.8920245998
77.6287612554,12.9382766958
77.5275670413,12.94585687
77.761821286,12.7573890228
77.5129435539,12.9777467426
77.4201696321,12.7510998293
77.7929940868,12.9793997377
77.7871101584,12.9894757912
77.8499894359,12.9984815594
77.8392899365,12.9658515647
77.8366629642,12.9421647255
77.5712024748,12.9406066973
77.7668950196,13.2240681619
77.6034315631,12.9505232431
77.7789540637,13.1991431479
77.3693072378,12.9376596201
77.3680771935,13.0000871968
77.3500109232,12.9979755439
77.7866069928,13.2041553584
77.7947592318,12.7502220764
77.7993124493,12.7506118349
77.3665997992,12.9380848341
77.3596440769,12.9376459576
77.360873283,12.9346066795
77.3685602426,12.9199220881
77.3649460497,12.9363492772
77.3639001559,12.9197873909
77.3672890431,12.9140468769
77.8087066349,13.2244091377
77.3638182647,12.9125786189
77.3623182393,12.9043393757
77.3674644764,12.9025102768
77.6552487399,13.0185574748
77.64966195,13.0132665661
77.3672149471,12.848592595
77.3750642642,12.8537292767
77.3643347575,12.8544716619
77.3572490319,12.852507782
77.3557306501,12.8524311714
77.3657045282,12.8181506961
77.3500793195,12.8344764642
77.6419322427,13.0083041441
77.354826578,12.7711685363
77.3868717673,12.9599127349
77.3893705803,12.9595798895
77.3887611321,12.9718169652
77.3811275653,12.9469713278
77.4074258703,12.9639030237
77.7973044805,12.9084797844
77.8302536581,12.9009138595
77.8385390856,12.9083276529
77.8406520795,12.8963396873
77.8498392322,12.9095491476
77.8247002282,12.9130940221
77.4068661268,12.9599561531
77.382002636,12.9808141839
77.4024665497,12.9930109427
77.4192406657,12.9927920912
77.4331180799,12.9968862318
77.4000301819,12.9852595262
77.4375944353,12.9943177652
77.3773845426,12.9473424785
77.4258974894,12.9872154434
77.4347784511,12.9953495775
77.4194562483,12.9927908339
77.4230342313,12.9956597917
77.4021712552,12.9855602689
77.4074987929,12.9638888583
77.4330138929,12.9968645226
77.3839849561,12.9162164487
77.3861059967,12.9150276434
77.3818131211,12.9109137215
77.7287137743,12.750090732
77.7442942236,12.8167716216
77.7426396359,12.80619542
77.7507324472,12.8159857344
77.7566073232,12.8306821443
77.5221382502,13.2290590824
77.7410250299,12.7502907242
77.5591184526,13.1915478864
77.5324592229,13.2296872222
77.5499220799,13.1899926242
77.5050661575,13.2166646783
77.5426454983,13.1944745955
77.5308779768,13.2261854307
77.5086982876,13.215973758
77.50020172,13.2180275758
77.5392213232,13.2006650501
77.5495892346,13.2228437335
77.5613503858,13.1948363584
77.5631082385,13.193580917
77.5613635454,13.1941921253
77.5148315776,13.2131861885
77.8185921677,12.837724787
77.5146250475,13.2131557622
77.5487048599,13.1888383523
77.5287601213,13.2183103812
77.5187860757,13.2075699781
77.5374889515,13.2208108705
77.56292786,13.195224692
77.5575227897,13.2074015857
77.5264699339,13.192147863
77.5567604556,13.2053942875
77.5322308998,13.2011846443
77.5502131834,13.2217591991
77.5287645638,13.1906422217
77.5531131543,13.2151577798
77.5187114767,13.1841761702
77.5550293412,13.1562660251
77.5442070469,13.1847534318
77.5217194903,13.1649089408
77.5195506729,13.1267740474
77.5036264818,13.1251784683
77.5244690898,13.167003746
77.5352013625,13.1370128774
77.5638993226,13.1432785176
77.5587893791,13.1750054461
77.5583395224,13.1756675326
77.5310941461,13.1793633652
77.5416933979,13.1307395258
77.5484742738,13.1833361358
77.5172230184,13.1457205851
77.5115842606,13.1711570629
77.5339930273,13.1794050232
77.5402740903,13.1810503908
77.5603156399,13.1750577491
77.5133207395,13.1355445356
77.5597423177,13.1755919278
77.5071828395,13.128250352
77.536560069,13.1817229547
77.5106590662,13.1570286945
77.5097537368,13.1274181966
77.5349891327,13.1362444245
77.5221422735,13.1451072813
77.5105024922,13.1568696898
77.5407863922,13.163846786
77.5625907398,13.1520230219
77.5065539453,13.1219413773
77.5191772591,13.1872148615
77.5301585581,13.1726457727
77.5237036544,13.158948318
77.5105416357,13.14247243
77.5239144593,13.1581059367
77.5074388228,13.1849509933
77.5535161562,13.1462757186
77.5592066303,13.1739805908
77.5244793996,13.1641971496
77.5557536214,13.1512133301
77.5236415445,13.1573747833
77.5118209656,13.1830412605
77.5141690719,13.1265772403
77.5615690697,13.1724249934
77.5136343903,13.1339909498
77.5741932217,13.1253163506
77.5181016933,13.121853032
77.5043784223,13.0751008716
77.5600207645,13.175719668
77.5216471545,13.1710493554
77.5262395992,13.1412549586
77.5063563838,13.0713995908
77.5217089291,13.107566581
77.5018418908,13.1239265472
77.5221849374,13.1111355953
77.5015221212,13.0790176511
77.5059980575,13.1223067444
77.562831971,13.2063636546
77.5103718183,13.0970000186
77.496238337,13.1264638331
77.5254415582,13.1119750429
77.5441475354,13.1875859284
77.5449241187,13.2093969815
77.5147224452,13.1146594313
77.4995642762,13.094465834
77.5247525658,13.1107437414
77.5237405348,13.1064611756
77.5145016659,13.1156723843
77.5008062228,13.0655676302
77.4958307251,13.0666706887
77.5052454464,13.063539042
77.5159206382,13.0640524336
77.5041915897,13.0652217929
77.5278801892,13.0753471319
77.530260482,13.077412349
77.5097641304,13.062515444
77.5107186615,13.1144634624
77.539785593,13.183160032
77.5098322752,13.0644458801
77.5155731245,13.0608075474
77.5104233671,13.0642624841
77.5233644388,13.0755735271
77.5241740468,13.0747934234
77.5027520816,13.1109328371
77.512760074,13.1013555907
77.5413786575,13.0729899731
77.5139938902,13.0518945668
77.5456918172,13.0590987288
77.5139845863,13.0757417519
77.5149398718,13.0763417285
77.7669893999,12.7797458216
77.7088840354,12.8019104235
77.6983080853,12.8074655298
77.791987085,12.7642278176
77.5365112863,13.0794680946
77.5385599911,13.0790323195
77.5374550886,13.0785042596
77.70485695,12.8021994315
77.5416912187,13.074891324
77.5155628986,13.0794676755
77.5614163514,13.1254471921
77.5459994331,13.094432474
77.5567830868,13.0902204838
77.5412331476,13.0957269751
77.7790152516,13.0771395181
77.7578071926,13.0989010342
77.7803993553,13.0769211695
77.7799555335,13.077232641
77.7799474869,13.0769828603
77.7804209806,13.0775417656
77.7808517266,13.0768427987
77.5603930886,13.0684608955
77.5487060334,13.0721263856
77.7525558464,13.15754678
77.5545142732,13.0685296271
77.5569782175,13.0937778473
77.557048374,13.0939904962
77.5571782935,13.1119534176
77.5528559975,13.1115301315
77.5541808411,13.0942737207
77.553564855,13.1120726921
77.5538806852,13.1007604756
77.5380962204,13.0975856621
77.5328062336,13.0973299303
77.5571835741,13.1101392385
77.5474869694,13.1226249215
77.5144053578,13.084144526
77.5145519573,13.0840065599
77.521109623,13.1077961613
77.5306649927,13.0864352163
77.5057836484,12.9420274299
77.5012515533,12.939012124
77.5035697363,13.123700152
77.502268362,13.1145535678
77.5069480624,13.1247402624
77.5135101705,13.0911897671
77.7969167337,13.0536621426
77.7981540702,13.0458368816
77.7603772517,13.0441005703
77.7962289985,13.0219633773
77.5012865897,13.0317137938
77.5062218543,13.0322341424
77.5576213609,13.0587202859
77.5277410496,12.8664902214
77.5233766764,12.8536237486
77.5324170619,12.8639926657
77.5147203497,13.05396255
77.5479103393,12.8392593458
77.5502859383,12.8618280392
77.5610666584,12.868699272
77.5079131547,13.0370265793
77.5069013752,13.0374984805
77.5511036768,13.062134235
77.621242772,13.2251766686
77.6284948785,13.2288448409
77.6186617326,13.2265254845
77.8329337716,12.8380504239
77.8335865543,12.8428365745
77.6104880359,13.2181609318
77.3752129591,12.8849188413
77.3999205466,12.8750936583
77.6247664403,13.1914014545
77.6098302241,13.2182847326
77.5638902701,13.2226422326
77.6112560697,13.2088036266
77.5668659296,13.2214217436
77.5893685735,13.1949542918
77.5718679979,13.1966610987
77.6193606995,13.1960700908
77.6043387364,13.2132947341
77.6057659231,13.1672733918
77.6074820339,13.2276772418
77.5841123659,13.2261754562
77.6128332924,13.1885562175
77.5763481252,13.2029064548
77.5891440224,13.2076786914
77.5727644425,13.1947130606
77.6243903443,13.2021408518
77.5944166586,13.194821271
77.5666178252,13.2268337709
77.5621949464,13.2109478851
77.6046875912,13.2177569241
77.6175518848,13.1881841448
77.5763827424,13.2028940496
77.6010390326,13.1920229726
77.5731908299,13.1946467598
77.5632424328,13.1907797687
77.6117633424,13.2184135624
77.6084255848,13.1885290601
77.5739342209,13.1947187603
77.610648717,13.2116320998
77.6106129262,13.1858361223
77.6109822329,13.1617109933
77.5714183926,13.1300546405
77.5788908593,13.1636472967
77.5664045896,13.172828582
77.5773499302,13.1520900772
77.5727261372,13.1278046862
77.5633471228,13.1881946222
77.5659906912,13.1597664755
77.5638013381,13.189888521
77.5891319524,13.1792530593
77.6155944589,13.1565158897
77.569408077,13.1424401597
77.5652264293,13.1617703371
77.5810457628,13.1819462486
77.610935881,13.1610843622
77.5708149794,13.1857072924
77.5666126284,13.1597566687
77.5651383355,13.1606590644
77.5868779748,13.1806777314
77.5709782589,13.1437777438
77.571560885,13.1411777612
77.57361596,13.1263171498
77.5792780194,13.1815303386
77.6085909597,13.1494951238
77.5656037826,13.172478889
77.5712114434,13.17286563
77.564376169,13.1724933897
77.5789366245,13.1826785755
77.5658242266,13.1597821497
77.6041860182,13.1455971197
77.5885972708,13.1786763844
77.6125424403,13.1590641559
77.5702890988,13.1834740181
77.5858282253,13.1786999375
77.5805226482,13.1385819696
77.602547859,13.1564794284
77.5141062915,12.8204127204
77.5795158978,13.1347238634
77.508899118,12.8024815664
77.502311445,12.8425673477
77.5221731189,12.8203870717
77.5987919282,13.1704963174
77.531513828,12.7791577473
77.5137140184,12.7669639222
77.5062705531,12.7720956586
77.4198082882,12.8791883856
77.418064098,12.8808780935
77.4217245589,12.8918278765
77.4024051941,12.8772301216
77.4216693222,12.891851262
77.5205365523,12.8102371737
77.3952562689,12.9178140394
77.3940406415,12.909947791
77.4160088553,12.9011374887
77.4367584243,12.8947566811
77.415290191,12.9158271931
77.3999449379,12.9289730348
77.4333156414,12.9060378846
77.4375547889,12.9127937824
77.4288877334,12.9063525412
77.4188841834,12.9375994381
77.3779865309,12.8751825903
77.3768561474,12.8663740482
77.3832777749,12.8545958817
77.3838476605,12.8673775297
77.3765851605,12.8665647365
77.3838518514,12.8469976865
77.3914863403,12.823930186
77.3832343566,12.8535785701
77.3907259341,12.8241945512
77.3921499356,12.8654699761
77.3918407272,12.8237930581
77.398116761,12.8393015906
77.3914622843,12.8126613878
77.4025939546,12.8383254342
77.4165278628,12.8560471244
77.4924034487,12.8112518869
77.5127576433,12.9719210685
77.5539146319,13.0134804722
77.6415116388,12.9594004329
77.6426410165,12.9608375941
77.6424495738,12.9612125166
77.7015726689,12.7925979614
77.3841000396,12.7551584307
77.5794530336,13.1126375486
77.847085274,13.0013119605
77.7414030537,13.2117530507
77.5738480549,12.9572928872
77.5720649726,12.9572835833
77.5791515365,13.114333962
77.6269067593,12.9407065258
77.6896833584,12.9342067789
77.6912038356,12.9354306206
77.7335497972,13.2283762925
77.6796375636,13.0401550409
77.614325355,12.9754282244
77.594611454,12.9670556251
77.7990971182,12.7577790327
77.5434173878,12.9305247765
77.7985790327,12.7583180729
77.6118762467,13.0491438777
77.5942673769,12.8922079958
77.5860554587,12.8969288513
77.6287352715,12.9070214171
77.6279847558,12.9065413855
77.5959058713,12.983163799
77.5277716435,12.858146875
77.4784344203,13.0552822806
77.5918231301,12.8511493269
77.5983516268,12.9387395445
77.5544632274,12.855259477
77.4747806649,13.0563165237
77.6339823428,12.8670053732
77.4739460788,13.0569047656
77.6630751744,12.9212299164
77.665237873,12.9205032893
77.5971703652,12.9843418755
77.6292682767,12.866132817
77.67055552,12.918375124
77.6288973775,12.8660002992
77.6794944845,12.9274961434
77.6449049685,12.9221177276
77.6795851767,12.9273394857
77.6496719245,12.9246203963
77.6649691492,12.9205573525
77.6503347654,12.9242344935
77.6515092376,12.9227001861
77.6742779232,12.9249454465
77.6400747292,12.8892329231
77.6180796932,12.8980010644
77.6644349705,12.8556807514
77.6151554987,12.8867219564
77.4725240889,12.98871857
77.4673285663,12.9010511551
77.4690553221,12.906548091
77.397762458,12.8017415281
77.3978946406,12.8026353743
77.4090215332,12.8176755261
77.4090722437,12.8176148411
77.3876521225,12.7968385339
77.387180389,12.7969034936
77.3877918489,12.797083956
77.3874419882,12.7696168784
77.3979118235,12.7768515505
77.3962005741,12.7709057636
77.407676573,12.7702420845
77.4039803214,12.8120023187
77.3870644673,12.7966864861
77.3510697252,12.7703328605
77.4337982714,12.8633083671
77.439432419,12.8722001415
77.49606743,12.8766184941
77.4948308479,12.8793685965
77.4944435201,12.8784366965
77.5018823754,12.8839364823
77.4933806948,12.8810210887
77.4932315807,12.8809083521
77.4946031954,12.8786055919
77.4962954178,12.8756119952
77.4953787729,12.8790955979
77.3840174779,12.7966367814
77.495276346,12.8792906448
77.5304150443,12.8566931177
77.5304314728,12.8571544576
77.5846184652,12.8503759287
77.5883371804,12.8507278848
77.5998930588,12.8537418496
77.5999079786,12.8533689387
77.5536117937,12.9264414486
77.6292826935,12.9167095561
77.6743484989,12.9247965839
77.6723277897,12.84547964
77.6719030786,12.8459652875
77.6722381871,12.8454095673
77.5658809721,12.9139648181
77.5659955527,12.9137486488
77.5385111246,13.0298062403
77.5406509406,12.9251835764
77.5364131342,12.9274237238
77.5381672989,12.928307344
77.538269139,12.9266840208
77.5382021676,12.9285688594
77.5303885575,12.9434447259
77.5275760937,12.94495833
77.5284611389,12.9989469227
77.5642453275,12.9758314777
77.5760348934,12.9752076965
77.7013821483,12.9598780338
77.6815681674,12.9284489982
77.6963849414,12.9411822826
77.6816380724,12.9283287179
77.6863007575,12.9309692688
77.6447702713,12.9121423408
77.650454459,12.9244833522
77.6518292587,12.9119956575
77.5902342565,13.0431139365
77.590704146,13.0430345599
77.5417555917,12.8856587958
77.5912978362,13.0460038491
77.6861861769,12.9310703546
77.5648097649,12.899492624
77.5036969736,12.7724402386
77.638138761,12.914486843
77.5689882274,12.8987972613
77.6977772593,13.0104462233
77.5277534548,12.7567709412
77.5938762773,13.0419646938
77.4644868496,12.7969582274
77.4629714853,12.8116888355
77.4840457692,12.7950461477
77.5295750938,12.9447136622
77.5301781717,12.9440551799
77.4743522658,12.7966992266
77.6633473348,12.9982316949
77.6604022693,13.0041170482
77.6662311286,12.9953635752
77.6828183282,12.9978106719
77.4612413767,12.796393371
77.4964321266,12.8309561487
77.6671366256,12.996130687
77.5113686781,12.8626258288
77.5145568188,12.8678409651
77.4390301715,12.7672487393
77.6677835409,12.996125155
77.6449702635,12.9220511753
77.4356046553,12.7564002935
77.4759987231,12.7602823719
77.4519178505,12.7529470332
77.447317443,12.750178742
77.5319280617,12.9277970538
77.4875651627,12.8990632191
77.4537404954,13.0653462641
77.5627110202,12.8650790442
77.5656384837,12.8832448915
77.5549557481,12.8950526461
77.5654104959,12.8846306715
77.5531209495,12.834295918
77.4936578843,12.817887672
77.4966252457,12.8783391312
77.4884020958,12.8300847661
77.4616760622,12.8716612689
77.4375699601,12.9045024876
77.4698185782,12.904089595
77.5122061979,12.9635940667
77.4902198791,12.8774350591
77.5208480238,12.9299179267
77.3905319768,12.8130645573
77.4046897657,12.7565993637
77.490059198,12.8243287455
77.4056213304,12.7505152754
77.39372917,12.764475419
77.3943257938,12.7696109272
77.3987245328,12.7574259869
77.3968880578,12.7643381234
77.3913134217,12.7635107457
77.4857997663,12.830307557
77.3552146602,12.8809086874
77.3993424467,12.8715339478
77.4474708318,12.8472351458
77.4078636571,12.8098145582
77.4470899581,12.8471645702
77.4453519705,12.8440629307
77.4470826659,12.8467868816
77.3769869889,12.8678358521
77.470677388,12.8406946629
77.3719795562,12.8544987354
77.3542197283,12.866979976
77.3850500445,12.7967659466
77.4551350764,12.8908748541
77.5536314912,12.9249909602
77.4689667254,12.919366787
77.4054322346,12.7559759177
77.4928862463,12.8777886916
77.4657436322,12.8565795429
77.5184421662,12.9773634382
77.6879307862,12.9491186876
77.4616625673,13.0096641917
77.4189100835,13.082938454
77.4666986662,13.0588775304
77.4477929483,13.0690772169
77.4593207474,12.9790911999
77.4594291254,12.9796517816
77.4661603804,12.9879722454
77.4770828384,12.9753782682
77.4723065786,12.9495343462
77.5187945414,12.9772761826
77.4770290266,12.9757616565
77.4530201546,13.0062490691
77.3850291736,13.0439178449
77.3565548427,13.0348766212
77.8135806278,13.0187377695
77.8142070912,13.0091718387
77.3963856465,13.0327966519
77.3502303614,13.0206765876
77.3501122604,13.0022158649
77.3508364569,13.019307236
77.5126533724,12.9768912856
77.513394165,12.9775631789
77.5825014479,12.9734980397
77.5811904344,12.9731978838
77.5869787253,12.9758958508
77.45489812,13.0256704416
77.4482494268,13.0418746721
77.3871398206,12.9835340277
77.439048444,13.0298980221
77.4470368169,13.0149010372
77.464510319,13.0290030863
77.4614835299,12.9919013463
77.4505400333,13.01440508
77.4424588728,13.0071817234
77.437227727,13.0169318885
77.5498328965,12.9879086267
77.5499554399,12.9877566628
77.4348175946,13.0081675191
77.4395003963,13.0346203864
77.3938696507,13.0187481631
77.489036522,13.0261214719
77.3994406826,13.0746198342
77.475208142,13.0261428457
77.4676948554,13.0216278497
77.8496411678,13.0086399231
77.477329434,13.0559479714
77.4692465972,13.0581016176
77.4903019379,13.0510484975
77.8494461209,12.9932978552
77.8434883479,13.0044920545
77.5448367793,13.0492504955
77.5448296547,13.0492110167
77.5531615179,13.0504643627
