name,pointA_Longitude,pointA_Latitude,pointB_Longitude,pointB_Latitude
,77.6172341268,12.9259785999,77.6151786327,12.929391627
,77.5324689459,12.9333185487,77.5316021733,12.9335947324
,77.5508665528,12.9391619925,77.5508137468,12.9387459986
,77.5493734844,12.9485784739,77.5480431925,12.9404944636
,77.5499626483,12.9141989246,77.5505020238,12.9154123727
,77.5465505432,12.9146886792,77.5457618899,12.9158988584
,77.5537853829,12.9446155939,77.5488365396,12.945081963
,77.5514990512,12.91973316,77.5514330856,12.9202121858
,77.5457618899,12.9158988584,77.5419376466,12.9163256649
,77.5522292826,12.9513318453,77.5484231442,12.956582018
,77.6186725452,12.9236716487,77.6172341268,12.9259785999
,77.5525823284,12.9507365626,77.5539066691,12.9451422289
,77.542268648,12.9194677889,77.5463052887,12.9280950304
,77.7940525536,12.7625039953,77.7923063517,12.7568910539
,77.5345655951,12.941988454,77.5334669791,12.938448441
,77.5318575698,12.9383839842,77.5315223775,12.9414013855
,77.599288053,12.822433681,77.6071520384,12.8241652984
,77.5530571632,12.8325626243,77.5507151756,12.816360154
,77.6402015474,12.945988382,77.6400263656,12.9460685969
,77.5436142787,12.8037751455,77.5490652818,12.8162667796
,77.5595399785,12.8270823683,77.5684392966,12.8290232818
,77.5530571632,12.8325626243,77.5604235988,12.8301234905
,77.5687692921,12.8293657664,77.5728441544,12.8260175314
,77.6763498459,13.0002540805,77.678337279,13.0013780937
,77.6782324213,13.0011790235,77.6764990438,13.0002154399
,77.684514071,13.0047346268,77.6782324213,13.0011790235
,77.678337279,13.0013780937,77.6844415676,13.004821631
,77.6764990438,13.0002154399,77.6700059187,12.9971646786
,77.783591687,13.0704372645,77.786975126,13.0723265455
,77.7917556606,13.0747859635,77.7870211426,13.0719602563
,77.6958454821,13.0082920742,77.684514071,13.0047346268
,77.7668372683,13.0560534995,77.7683974758,13.0569825497
,77.7205623735,13.0262266647,77.7202724434,13.0260682468
,77.7417091608,13.0400327489,77.7449520353,13.0423231878
,77.7202185478,13.0261582684,77.7205145966,13.026322889
,77.7348400235,13.0351133261,77.736291853,13.0361536879
,77.786413287,13.0717465178,77.7773131386,13.0666983489
,77.7202724434,13.0260682468,77.7013450164,13.0154272531
,77.6957670275,13.008405146,77.70120814,13.015549545
,77.736291853,13.0361536879,77.7417091608,13.0400327489
,77.7863563739,13.0718356174,77.7875502922,13.0725163956
,77.787611983,13.0724319898,77.786413287,13.0717465178
,77.7875502922,13.0725163956,77.7950219207,13.0767828681
,77.7950219207,13.0767828681,77.7984945432,13.0774018717
,77.7205145966,13.026322889,77.7277528729,13.0303172849
,77.7209115636,13.0262583483,77.720414852,13.0260118366
,77.6021795582,12.8718195192,77.6024081327,12.8771570314
,77.5768810466,12.9643166706,77.5767080441,12.9638839968
,77.579151285,12.9642298341,77.5823949977,12.9639807239
,77.5446134854,12.9421577685,77.5443972323,12.9359754443
,77.5757073287,12.9648812756,77.5769629378,12.9639313545
,77.5774089388,12.9567483988,77.5776768244,12.9561223544
,77.5766933758,12.9641098891,77.5744354587,12.9645776831
,77.5486086357,12.9753069382,77.5474865503,12.9741806619
,77.5474761568,12.9743003555,77.5485404908,12.9753408849
,77.574579795,12.964702322,77.5757073287,12.9648812756
,77.5547088172,12.9441853508,77.5551528904,12.9418215703
,77.5485404908,12.9753408849,77.5498328965,12.9879086267
,77.5490037586,12.9781655863,77.5477266918,12.9741303705
,77.5537161484,12.9441826686,77.5539066691,12.9451422289
,77.5255447395,12.9447422445,77.5254178375,12.94455164
,77.5474235184,12.9493493576,77.5464852482,12.9503952515
,77.525906251,12.9466112413,77.5243327163,12.9476501782
,77.5935100719,12.9544453871,77.6026552312,12.9483716924
,77.5474865503,12.9741806619,77.5379240561,12.972074122
,77.5898588311,12.9344376166,77.5895251475,12.932531488
,77.5539066691,12.9451422289,77.5544119302,12.948460792
,77.6098714631,12.9810008489,77.6100385982,12.980779399
,77.6110738471,12.980651575,77.6110520541,12.980837737
,77.6081829287,12.9753944453,77.6083598707,12.9751273979
,77.5935764566,12.928506498,77.5933994308,12.9206170317
,77.5986586559,12.9482585367,77.5965466678,12.9452898342
,77.6110520541,12.980837737,77.6124032169,12.9823381815
,77.6120710421,12.9819479201,77.6144678473,12.9806878686
,77.6104533348,13.0496747874,77.6019542526,13.0551740703
,77.604243518,13.0043343909,77.6101422824,13.0009329308
,77.6043275885,13.0532187399,77.6036786616,13.049316042
,77.5933044638,12.9857136578,77.5927043196,12.9842094414
,77.6081238363,13.0236286939,77.612698679,13.0223305885
,77.5927043196,12.9842094414,77.5971087582,12.9827444524
,77.5958764508,12.9941822298,77.596094967,12.9944834754
,77.5893560845,13.0417337723,77.6086307738,13.040305496
,77.6084584418,12.9990985513,77.6062882833,12.9956797406
,77.5917304262,12.9834699899,77.5916012611,12.9832665611
,77.6073549643,12.9935961671,77.6192829992,12.9872210592
,77.6070635255,12.9792734225,77.606568155,12.9778159771
,77.6046283312,13.0348593545,77.605143483,13.0378235307
,77.5740262542,12.9572220601,77.5773124631,12.9563231848
,77.574047628,12.9571479641,77.5737360727,12.9483590357
,77.7291799758,13.1539710601,77.7284211621,13.1523300511
,77.6666103259,13.1790385664,77.662891946,13.1763291162
,77.5746657934,12.9597390618,77.5740262542,12.9572220601
,77.5933044638,12.9857136578,77.5950299624,12.9868907284
,77.5735618967,12.9531708349,77.5698616217,12.9531574238
,77.6629021719,12.9972073425,77.662827573,12.9973060813
,77.6506898228,12.9814633623,77.653102386,12.9792817205
,77.6135970514,13.0416169286,77.6140014782,13.0396597542
,LineString,77.663320848,13.0016443868,77.6622020315
,77.5768441662,12.9440718599,77.5772411331,12.9436397728
,77.5772411331,12.9436397728,77.5773155644,12.9405784503
,77.5768888417,12.9483198922,77.5768851537,12.9459398508
,77.5762721851,12.9235159967,77.5736136969,12.923518176
,77.6138094488,12.9736724671,77.614325355,12.9754282244
,77.6147119283,12.9763034627,77.6139240294,12.9795909289
,77.6162039909,13.0021998555,77.6164640814,13.0022700958
,77.6120893985,13.0019542657,77.6072668705,12.9935296987
,77.6193006851,13.003207947,77.6175321873,13.003841535
,77.6195609432,13.0040335644,77.620258066,13.0052952923
,77.6118463233,13.0010385428,77.6160542901,13.0006078806
,77.6107572626,13.0001386617,77.6108681552,13.0000294455
,77.6160700481,13.0007557374,77.6161762468,13.0019482307
,77.6161762468,13.0019482307,77.6162039909,13.0021998555
,77.6163667675,13.0024563417,77.6164640814,13.0022700958
,77.6120194934,13.0015992921,77.6121876344,13.0016563729
,77.6162039909,13.0021998555,77.6160096984,13.0023245782
,77.6091328498,13.0151013647,77.6046268224,13.0215024565
,77.6118308168,13.0416772783,77.6085685801,13.0322695978
,77.616044651,13.0005342875,77.6189071547,13.000184343
,77.6116837982,13.0010086194,77.6120893985,13.0019542657
,77.6103006165,12.9703886889,77.6069497831,12.9713727243
,77.612935384,12.9829081509,77.6143549431,12.9844562885
,77.6071879968,13.0384098448,77.6073499352,13.0394916971
,LineString,77.6634223528,13.0016499188,77.6648068756
,77.5272311784,12.9094209883,77.5274621836,12.9079966515
,77.5274621836,12.9079966515,77.5320406306,12.9078936379
,77.6254987672,13.0064286933,77.6272243496,13.0057105318
,77.6121876344,13.0016563729,77.61800895,13.0014384434
,77.5272311784,12.9094209883,77.5281537745,12.9127789464
,77.5734840288,12.9171068583,77.5741876896,12.9196708825
,77.5741876896,12.9196708825,77.5735642437,12.9178764846
,77.6359619807,12.9716853693,77.6412033524,12.97262716
,77.6616504185,12.9668072693,77.6663966712,12.9583027389
,77.6155202791,12.9808535788,77.6153115697,12.9808599491
,77.6162979521,12.9806525808,77.6158357739,12.9807640601
,77.6153115697,12.9808599491,77.6146531712,12.9808468733
,77.6156229574,12.9814676371,77.6156668786,12.9812761944
,77.615543497,12.9810646352,77.6156668786,12.9812761944
,77.6162979521,12.9806525808,77.6198938723,12.9762025446
,77.6146531712,12.9808468733,77.6144678473,12.9806878686
,77.6124032169,12.9823381815,77.612935384,12.9829081509
,77.6156437445,12.9826757208,77.6158845566,12.9827957496
,77.5952281944,12.9512696516,77.5913471218,12.9538825423
,77.6158845566,12.9827957496,77.6157459199,12.9825832684
,77.6156051878,12.9825363297,77.6153854981,12.9825850286
,77.6156229574,12.9814676371,77.6155917767,12.9812552396
,77.6156465944,12.9823588848,77.6156051878,12.9825363297
,77.6155855741,12.9826281954,77.6156970534,12.9826708593
,77.6156465944,12.9823588848,77.6156229574,12.9814676371
,77.6197347838,12.9872734461,77.6203111235,12.9873723526
,77.6198770247,12.9998938263,77.6195984941,12.9998333928
,77.6197347838,12.9872734461,77.6195976559,12.9868824303
,77.6201445751,13.0001959939,77.6198770247,12.9998938263
,77.6157261386,12.9825419456,77.6156465944,12.9823588848
,77.6146531712,12.9808468733,77.6143645823,12.9808985897
,77.6141324874,12.9797287274,77.6142062481,12.9794784438
,77.6384623863,13.0027013447,77.6350794501,13.0029268179
,77.6369412385,13.0036197499,77.6384929802,13.0027615268
,77.622704995,12.9981394939,77.6238153457,12.9984315194
,77.6195721749,12.9872666568,77.6167409356,12.9957917229
,77.6384929802,13.0027615268,77.6386318683,13.0025093992
,77.6367336187,13.00440614,77.6366299346,13.0046222255
,77.6382710274,13.0056386989,77.640789957,13.0075444922
,77.6153115697,12.9808599491,77.6154911939,12.9809584365
,77.6160132188,12.9948446516,77.6179360274,12.9963070423
,77.6180247918,12.9983547412,77.6170014452,12.9958508991
,77.6193658963,12.9874471192,77.6192956559,12.98743748
,77.6178835567,12.9982156854,77.6178167529,12.9982396577
,77.6236736916,12.9982701678,77.6179662861,12.9962410767
,77.6192829992,12.9872210592,77.6166830167,12.9957555969
,77.6380585462,13.0054919318,77.6351983893,13.0030274846
,77.6351983893,13.0030274846,77.6236736916,12.9982701678
,77.5716008667,12.9605543696,77.5720649726,12.9572835833
,77.5345375996,12.9742989306,77.5309582755,12.9749735899
,77.6160542901,13.0006078806,77.6189071547,13.000184343
,77.5015113923,12.9932291236,77.5014501206,12.9926901672
,77.6160132188,12.9948446516,77.6179662861,12.9962410767
,77.622704995,12.9981394939,77.6237714246,12.9984721717
,77.6189071547,13.000184343,77.6197445906,12.9997132801
,77.6153854981,12.9825850286,77.6156014997,12.982652
,77.5954144403,12.9983832397,77.5885872964,13.0129724451
,77.5756130323,13.0468975276,77.575870189,13.0473190535
,77.5211871556,13.2287935437,77.5218408603,13.2289289952
,77.5215802669,13.2299287886,77.506819484,13.1953868818
,77.7499643296,12.970220045,77.746650628,12.9715858761
,77.6550959378,12.85075236,77.6551107738,12.8534048971
,77.6219609335,13.007700228,77.620383124,13.0115706556
,77.6241487779,13.0104470615,77.6243208583,13.0103752286
,77.6241487779,13.0104470615,77.6250272851,13.0112628721
,77.6161023184,13.0120062631,77.620383124,13.0115706556
,77.5841411996,13.0232725468,77.5844508271,13.0233061582
,77.5841411996,13.0232725468,77.5767686452,13.0319876306
,77.5844070736,13.0231443875,77.5848254982,13.0246858195
,77.6695215285,12.8418736614,77.6643338848,12.8411605291
,77.6485575504,12.862556259,77.6533383366,12.8696513724
,77.7958697502,12.9166997492,77.8085159466,12.9106789444
,77.5641027514,12.9094473913,77.5563674282,12.903049317
,77.5623165678,12.9152520269,77.558955257,12.91354983
,77.601229218,13.2297386871,77.5888610493,13.2245008358
,77.7871338792,12.8613579821,77.7861427192,12.8560295224
,77.5455420326,12.977627971,77.5456842735,12.9775533721
,77.7819354229,12.9882218585,77.7822603893,12.988180871
,77.7822603893,12.988180871,77.7820204992,12.9879261449
,77.7316306766,12.9881659512,77.7316686466,12.9882556375
,77.7554512911,13.0498160225,77.7556516186,13.049979721
,77.7577952903,13.0511498347,77.755497643,13.0497039564
,77.7666789342,13.0557936605,77.761989427,13.0534094282
,77.761860681,13.0536294531,77.761989427,13.0534094282
,77.7556516186,13.049979721,77.7668372683,13.0560534995
,77.8024304334,12.9788196262,77.7998865258,12.9636279296
,77.7189627711,12.8349912807,77.7188662954,12.8209315602
,77.6337371722,13.102012229,77.6347333614,13.1017597661
,77.6350202739,13.1016811438,77.6360477276,13.1014310279
,77.6334987908,13.102077524,77.6346878476,13.1021912665
,77.6351717349,13.1015279227,77.6347415756,13.1015867636
,77.634893791,13.1018505421,77.6528448939,13.093797461
,77.6349233791,13.101378138,77.6336159698,13.1019312598
,77.6346567508,13.1019146637,77.634893791,13.1018505421
,77.6361915611,13.1013476279,77.635010048,13.1013958239
,77.6347333614,13.1017597661,77.6350202739,13.1016811438
,77.8024304334,12.9788196262,77.8204507709,12.9759613972
,77.6775803931,12.8812157165,77.6922250867,12.8813778225
,77.7110539425,12.8097726486,77.7104241263,12.8095288191
,77.472077082,13.1017654658,77.4720976177,13.1018548169
,77.4720486674,13.1016320259,77.472077082,13.1017654658
,77.4433735899,13.1105354511,77.4532930694,13.1063962997
,77.4753048691,13.1056648948,77.4750824972,13.1058881887
,77.4750824972,13.1058881887,77.4619573589,13.1176816941
,77.3797805934,13.1978875388,77.3686377752,13.211248963
,77.4619573589,13.1176816941,77.4619048882,13.1177062531
,77.6261036891,12.8754505597,77.6251455538,12.873516687
,77.7812213686,12.986363842,77.7808774591,12.9861892469
,77.761989427,13.0534094282,77.7603772517,13.0441005703
,77.379921577,13.1977194817,77.3797805934,13.1978875388
,77.3810437462,13.2150297881,77.3768918543,13.2018101857
,77.6642064799,12.8559723578,77.6642472997,12.8560167819
,77.7104241263,12.8095288191,77.7047458898,12.8025367193
,77.6574799187,12.851140945,77.6602414206,12.8507742368
,77.6602414206,12.8507742368,77.6642064799,12.8559723578
,77.6574799187,12.851140945,77.6592943493,12.8451200563
,77.4720976177,13.1018548169,77.4635520998,13.1098906313
,77.7337266553,12.9968674563,77.7416141938,12.9960752826
,77.5962871641,12.9649695371,77.596955537,12.965300287
,77.5989299781,12.9379682418,77.598315417,12.9387192603
,77.7347852897,12.9965874169,77.7426118918,12.9968644388
,77.7065374378,12.9826134432,77.7081763513,12.9844462302
,77.708191774,12.9852467858,77.7080629442,12.9852646392
,77.5885174751,12.84173536,77.5958496287,12.840223097
,77.5597789466,13.0077757489,77.5607265208,13.007718752
,77.588334582,12.8497888602,77.5920584939,12.8511254385
,77.5890755422,12.8585903615,77.5995074913,12.8592710558
,77.6019545879,12.9054475471,77.6018752951,12.9054466251
,77.5942766808,12.8732224822,77.5963311691,12.8720169969
,77.5979178633,12.8763749998,77.5964709792,12.8763422266
,77.5979178633,12.8763749998,77.6024081327,12.8771570314
,77.6202809486,12.9759813462,77.6200980555,12.9758894805
,77.5883077599,12.9610074952,77.5840911597,12.9614742834
,77.5381625212,12.9743946519,77.5385179977,12.9754003965
,77.5377181965,12.9733262945,77.5345375996,12.9742989306
,77.7068186507,12.9803576216,77.7065374378,12.9826134432
,77.5484051231,12.9652881332,77.5450090274,12.9675078288
,77.5485848311,12.965045058,77.5484051231,12.9652881332
,77.5644710522,12.9758677714,77.5646082639,12.9757185735
,77.5737360727,12.9483590357,77.5737829275,12.9443216406
,77.5737444546,12.945722089,77.5738140244,12.9417546827
,77.5527216356,12.9644439917,77.552411589,12.9633661628
,77.4619048882,13.1177062531,77.4284392177,13.1350009692
,77.5490399684,12.9646764219,77.5485848311,12.965045058
,77.6328481875,13.0280295283,77.6325488698,13.0276723754
,77.6306934517,13.0258682546,77.6316386789,13.0255617284
,77.5644336689,12.9757286318,77.5646082639,12.9757185735
,LineString,77.6311665263,13.0296582997,77.6256331291
,LineString,77.631331063,13.0292776775,77.6311665263
,LineString,77.6363188822,13.0266463466,77.6406581934
,77.5318856492,12.928260573,77.5319280617,12.9277970538
,77.5631869446,12.8474524885,77.5664870675,12.8479093861
,77.5665029931,12.8482716519,77.5721048705,12.8628031898
,77.5525392454,12.851423499,77.5544632274,12.855259477
,77.6094880748,12.8546338517,77.6097910806,12.8551406216
,77.5268277574,12.8585315205,77.5280972804,12.8586297564
,77.5585796639,12.8495715175,77.558381851,12.8492661647
,77.5522709407,12.8508393641,77.5525392454,12.851423499
,77.5664870675,12.8479093861,77.5665029931,12.8482716519
,77.558381851,12.8492661647,77.5585696894,12.8409172863
,77.5314146701,12.9347128783,77.5318856492,12.928260573
,77.5347055729,12.9422058806,77.5314146701,12.9347128783
,77.5282056585,12.9079315241,77.5278348431,12.9073425278
,77.5014503721,12.8843234748,77.506047846,12.8864569206
,77.5646082639,12.9757185735,77.5668538596,12.971357134
,77.5836940251,12.8502683889,77.5635849174,12.8481981426
,77.5837926801,13.0148597982,77.583900639,13.0167170603
,77.5286815829,12.9087063473,77.5282056585,12.9079315241
,77.5839551214,13.0145242706,77.5841278724,13.0142280542
,77.5839551214,13.0145242706,77.5837926801,13.0148597982
,77.5837863937,13.0142161519,77.5839551214,13.0145242706
,77.5061056811,12.8863624565,77.5018823754,12.8839364823
,77.5278348431,12.9073425278,77.5095721848,12.8884086467
,77.552411589,12.9633661628,77.552286531,12.9628900707
,77.5316021733,12.9335947324,77.5312602754,12.9336076405
,77.5785424236,13.0065513205,77.5787870913,13.0069073838
,77.5841364219,13.0148834352,77.5839551214,13.0145242706
,77.4991576701,12.882521617,77.5013975661,12.8843678989
,77.5841278724,13.0142280542,77.583898795,13.01076549
,77.5312602754,12.9336076405,77.5283597178,12.9338499613
,77.5563938312,13.0454490509,77.5563342359,13.0455430959
,77.5704595867,13.0378914241,77.5704484388,13.0377776817
,77.5322928421,12.9390256189,77.5331065572,12.9388067674
,77.6254012856,13.0262332864,77.6202816192,13.0269562256
,77.6206351679,13.0284600228,77.6158743307,13.0289032579
,77.5691212482,13.0121875637,77.5692087553,13.0120227754
,77.6134187683,13.0345748727,77.6140014782,13.0396597542
,77.6255093284,13.0262179476,77.6254012856,13.0262332864
,77.7089705367,13.0372232188,77.7091035575,13.0372767792
,77.5002006303,12.8831201687,77.4953787729,12.8790955979
,77.7106091987,13.0373534736,77.703765291,13.0347020261
,77.6852720465,13.0285601866,77.6842783719,13.0206769228
,77.7041375313,13.0763429858,77.7170542955,13.0654946238
,77.7684822168,13.0568603415,77.7663506989,13.0556567841
,77.5784471214,13.03696514,77.5800264395,13.0424420432
,77.7281683639,13.0304419238,77.7278036673,13.0302346394
,77.7683974758,13.0569825497,77.7686759226,13.0572099507
,77.7687409662,13.0570840545,77.7684822168,13.0568603415
,77.7278036673,13.0302346394,77.7205623735,13.0262266647
,77.7281255323,13.0305192888,77.7348400235,13.0351133261
,77.7450673703,13.042287397,77.7281683639,13.0304419238
,77.755497643,13.0497039564,77.7450673703,13.042287397
,77.7277528729,13.0303172849,77.7281255323,13.0305192888
,77.7088942613,12.8157143283,77.7061906785,12.8298371646
,77.6775377292,13.0389709294,77.6803632688,13.0388531637
,77.6961443808,13.0775942363,77.6918441292,13.0785652798
,77.5697493881,13.1476822857,77.5628267742,13.1477303979
,77.7686759226,13.0572099507,77.777262428,13.0668031227
,77.3754152983,12.7560868941,77.3742287561,12.7501713659
,77.6347513825,13.084720698,77.6301401622,13.0857263588
,77.6346019331,13.0839797378,77.6347283322,13.0839693442
,77.5628267742,13.1477303979,77.5634088974,13.1494433236
,77.5278309874,13.0936124724,77.5251200284,13.0986547739
,77.5563894726,13.0456055411,77.5531615179,13.0504643627
,77.6834470548,13.0077169918,77.6849949408,13.005151878
,77.6833699413,13.0078203406,77.683464992,13.0078219332
,77.6301401622,13.0857263588,77.6280524816,13.0848503661
,77.5850045357,12.9934435327,77.5844663337,12.993680992
,77.5844663337,12.993680992,77.5850639634,12.9938080617
,77.5648110222,12.9130503524,77.5644206769,12.9094643228
,77.5359295822,12.8751180496,77.5408821974,12.8741325892
,77.6267491795,12.9728060298,77.6289668634,12.9691776715
,77.5851863391,12.993246558,77.5850077208,12.9934182193
,77.5825864404,12.8848540492,77.5807892766,12.8848195996
,77.5741185389,12.9598884273,77.5742222231,12.9602810357
,77.5749067731,12.9608414497,77.5767080441,12.9638839968
,77.6326622769,13.0275935855,77.6321549203,13.0268917688
,77.5741185389,12.9598884273,77.5716008667,12.9605543696
,77.5742222231,12.9602810357,77.5749067731,12.9608414497
,77.6435744252,12.9920244765,77.6440436441,12.9945249658
,77.5799366694,12.9767471168,77.5782467939,12.97433162
,77.5723790425,12.9844146304,77.571901777,12.9844851222
,77.6328481875,13.0280295283,77.6412041906,13.0371761963
,77.6335149679,13.0286931236,77.6326622769,13.0275935855
,77.6321549203,13.0268917688,77.6310745768,13.0234607205
,77.6022065479,12.9394385953,77.6018667456,12.9372152954
,77.6022065479,12.9394385953,77.6033641726,12.9502489872
,77.6014713712,12.936629149,77.6010783437,12.9371044867
,77.6022065479,12.9394385953,77.6020093217,12.9385155801
,77.6012417909,12.9346649338,77.601615037,12.937250248
,77.6011448961,12.9373220809,77.6017219901,12.9376498971
,77.6014984447,12.9363388837,77.6020093217,12.9385155801
,77.6024415765,12.9369223479,77.6017019573,12.9365409713
,77.6019319568,12.9375579476,77.6023378923,12.9371466477
,77.604799322,12.9366530374,77.598315417,12.9387192603
,77.6104039654,12.9342763487,77.6040148597,12.9368445639
,77.6040148597,12.9368445639,77.598974989,12.9380202934
,77.6104039654,12.9342763487,77.6139103669,12.9315877695
,77.7324163962,12.8611810401,77.7406634346,12.8600564402
,77.4710520591,12.9050747201,77.4699922513,12.9072402686
,77.6435744252,12.9920244765,77.6433449287,12.9915312853
,77.5807892766,12.8848195996,77.5807171922,12.8857987735
,77.5721729315,12.9850767169,77.5722452674,12.9803243455
,77.5838801872,12.9771208659,77.5842043992,12.9779486627
,77.5860404551,12.9307559494,77.5839156426,12.9329141218
,77.5324366755,12.9398966663,77.5295750938,12.9447136622
,77.5110105194,12.9810292635,77.5114911377,12.9809170299
,77.5956321183,12.9815663759,77.594782361,12.9818564736
,77.5762468718,12.8914063506,77.5818380203,12.892165751
,77.5447173372,13.0005455192,77.5435842715,13.0035060913
,77.5787915338,13.0697134871,77.5768637798,13.0713383191
,77.3791715644,13.1100583531,77.3790963787,13.1090929255
,77.3857970397,13.098254538,77.3860413722,13.0979927712
,77.3778992753,13.1111364335,77.3857970397,13.098254538
,LineString,77.4161513477,13.0834884745,77.4079974323
,77.3787202827,13.1097024575,77.3801992695,13.106346595
,LineString,77.3958690698,13.092239349,77.3937406532
,77.5807171922,12.8857987735,77.5790440805,12.8855008807
,LineString,77.3958927906,13.0923790753,77.4080707739
,77.3898916832,13.0947318756,77.3947073381,13.092914679
,77.3785887706,13.1096073229,77.3780965853,13.1105314278
,LineString,77.4162124518,13.0836181425,77.4201180834
,LineString,77.4361210644,13.0754203897,77.4692465972
,77.3738668255,13.1156086818,77.3778992753,13.1111364335
,LineString,77.4080707739,13.0872557208,77.4162124518
,LineString,77.4361906342,13.0752138596,77.4301183644
,77.3800211541,13.1063736685,77.3785887706,13.1096073229
,77.3911327916,13.093928051,77.3849229749,13.0974086363
,77.3905909854,13.0942893949,77.3909172929,13.0941731379
,77.3777108501,13.1114131202,77.3843823421,13.1052683469
,LineString,77.4301349606,13.0779894431,77.4361210644
,LineString,77.3937406532,13.0930207938,77.3911327916
,77.4006633508,13.0901966792,77.3948606431,13.0924832624
,77.3888591166,13.1021066931,77.3911003537,13.1000226167
,LineString,77.4233904622,13.0801433407,77.4197538897
,77.3860413722,13.0979927712,77.3911003537,13.1000226167
,LineString,77.4079974323,13.0871666212,77.3958690698
,77.3857970397,13.098254538,77.386286459,13.0981428911
,LineString,77.4234726887,13.0802876771,77.4301349606
,77.3801992695,13.106346595,77.3905909854,13.0942893949
,77.3853435788,13.0977722433,77.3777653325,13.1111021516
,77.3843823421,13.1052683469,77.3845362338,13.1051324763
,77.5754720486,12.8853750683,77.5705286536,12.8858570278
,77.3906023848,13.0941173982,77.3800211541,13.1063736685
,LineString,77.3937310978,13.0931827322,77.3958927906
,77.5790440805,12.8855008807,77.5754720486,12.8853750683
,LineString,77.6323007654,13.0280654867,77.6329785261
,LineString,77.6331532888,13.0274921645,77.6324905317
,77.3828352942,12.9006684374,77.3767156667,12.8927782167
,77.3862444657,12.9103327718,77.3828352942,12.9006684374
,77.3947073381,13.092914679,77.4205576304,13.0817669992
,77.3503974966,13.0644994405,77.3605238414,13.068304573
,77.3948606431,13.0924832624,77.389857066,13.0943332322
,77.3741068832,13.1149269816,77.3501799862,13.1397416898
,LineString,77.4301183644,13.0778624572,77.4233904622
,77.7487475287,13.0269878254,77.7585369211,13.0322228268
,77.3845362338,13.1051324763,77.3888591166,13.1021066931
,77.5523091621,13.0125021365,77.5526403311,13.0122333288
,77.5532110549,13.0185150624,77.5528363838,13.0198508863
,77.6496493772,12.8893403791,77.650527633,12.8933973879
,LineString,77.6329785261,13.0277870398,77.6363188822
,LineString,77.6324905317,13.0277812563,77.631331063
,77.585898298,12.882863934,77.5909622248,12.8836086661
,77.7944661167,12.8597344913,77.7944875743,12.8594217624
,77.5517720498,13.0193975929,77.5437817491,13.015908039
,77.550135567,13.0158448395,77.5485655527,13.0180010841
,77.3860413722,13.0979927712,77.3909172929,13.0941731379
,77.5523091621,13.0125021365,77.550135567,13.0158448395
,77.6250482399,13.0111750298,77.6243208583,13.0103752286
,77.5768637798,13.0713383191,77.5786098979,13.068928941
,77.5712003793,13.0284486235,77.566717067,13.0324670755
,77.601737329,12.9059706617,77.6016621433,12.905912156
,77.5326655853,12.9092422862,77.5348267752,12.9085449956
,77.3859303958,13.0976144959,77.3854054372,13.0982075993
,77.5449213527,13.0124022242,77.5439964935,13.0120332528
,77.5320406306,12.9078936379,77.5326655853,12.9092422862
,77.5327381726,13.0140914291,77.5342888247,13.0177231402
,77.6938505892,12.9380405776,77.6962573688,12.9412511818
,77.6962573688,12.9412511818,77.7006766435,12.955539896
,77.7268008564,12.8934587434,77.7268427659,12.8935191769
,77.6897936642,12.9086987197,77.6898101766,12.9087706365
,77.6924513981,12.9079839949,77.6924931399,12.9080553249
,77.7383761808,12.8873819474,77.7069190659,12.9018811312
,77.8043311976,13.076974227,77.7985192698,13.0772910629
,77.582119736,12.984259649,77.5796799317,12.9864874751
,77.5957796398,12.9940945551,77.5958764508,12.9941822298
,77.5713341545,12.9968058493,77.5713231742,12.9969600763
,77.804245786,13.0770995364,77.8492812489,13.0957366981
,77.7967465811,13.0773568608,77.8018097535,13.0777358905
,77.7985192698,13.0772910629,77.787611983,13.0724319898
,77.5439964935,13.0120332528,77.5430474944,13.0086262606
,77.6653110471,12.9206605338,77.705936623,12.9024541181
,77.4330800261,13.0770556991,77.4301095634,13.0781364616
,77.4363287679,13.0750470598,77.4006633508,13.0901966792
,77.5797101903,12.9865271215,77.5823408507,12.9842666898
,77.5821393497,12.9847984378,77.582854326,12.9844164744
,77.5821393497,12.9847984378,77.582021584,12.9846478988
,77.6154284972,12.9295573372,77.615328082,12.9294311896
,77.6474164381,13.1301413932,77.6496306855,13.1313230739
,77.6496306855,13.1313230739,77.6522360325,13.1329024759
,77.6107212204,13.1220311475,77.6304582555,13.1222720434
,77.6497118223,13.0631349504,77.6469242528,13.0551283889
,77.5256164886,13.0438706547,77.5288415934,13.0442613352
,77.6496306855,13.1313230739,77.6522360325,13.1329024759
,77.7457142856,13.1810607844,77.744390364,13.1797357731
,77.5342923451,13.0433957361,77.5312679868,13.0435733486
,77.6528448939,13.093797461,77.6543002438,13.0932157569
,77.7457142856,13.1810607844,77.7441577662,13.1832429291
,77.650612374,12.8991736926,77.6488295432,12.899546352
,77.6601024486,12.8947272606,77.6632687963,12.89423935
,77.6522360325,13.1329024759,77.6667137585,13.1334150293
,77.5233414724,13.0375648652,77.5256164886,13.0438706547
,77.6669317719,13.1275199529,77.6687070589,13.1171649498
,77.5270008437,13.0449597992,77.5373703476,13.0425766565
,77.6458506986,13.0518315349,77.6419956937,13.0421307393
,77.3777653325,13.1111021516,77.3741068832,13.1149269816
,77.4736081205,13.0566351198,77.4760255452,13.0531574682
